"question_id","question","answer1","answer2","answer3","answer4","correct_answer","topic_id","active","elo_rating","created_at"
"433","Koji rimski broj dolazi nakon IX?","X","VIII","XI","VII","1","9","true","817","2025-05-28 15:03:48.376442"
"434","Koji rimski broj je manji, VI ili VIII?","VI","VIII","isti su","ne znamo","1","9","true","787","2025-05-28 15:03:51.357497"
"435","Koliko je VII + V?","X","XII","XI","IX","2","9","true","771","2025-05-28 15:03:58.179824"
"436","Koji rimski broj je jednak broju 1?","X","I","V","IV","2","9","true","788","2025-05-28 15:04:00.226212"
"437","Što je V + I?","III","IV","VI","VII","3","9","true","771","2025-05-28 15:04:12.573424"
"438","Koji rimski broj predstavlja broj 4?","I","V","X","IV","4","9","true","789","2025-05-28 15:04:42.527573"
"439","Koliko je X - III?","V","VII","VI","IV","2","9","true","889","2025-05-28 15:04:47.449068"
"440","Koji rimski broj predstavlja broj 9?","VII","IX","X","XI","2","9","true","799","2025-05-28 15:04:51.747402"
"441","Koliko je VI + III?","VII","VIII","IX","X","3","9","true","935","2025-05-28 15:05:04.455599"
"442","Koji rimski broj je jednak broju 6?","V","VI","VII","VIII","2","9","true","651","2025-05-28 15:05:06.422472"
"443","Koji rimski broj predstavlja broj 10?","IX","XII","XI","X","4","9","true","775","2025-05-28 15:05:17.021581"
"444","Koliko je II + X?","XI","X","XIII","XII","4","9","true","878","2025-05-28 15:05:31.385323"
"445","Koliko je 45 + 27?","60","70","72","62","3","9","true","725","2025-05-28 15:17:16.990858"
"446","Koliko je 75 - 32?","40","43","42","41","2","9","true","707","2025-05-28 15:17:23.552375"
"447","Koliko je 23 + 19?","40","41","42","43","3","9","true","758","2025-05-28 15:17:29.28874"
"448","Koliko je 56 - 27?","28","29","30","31","2","9","true","783","2025-05-28 15:17:34.157763"
"449","Koliko je 67 + 13?","75","76","77","80","4","9","true","753","2025-05-28 15:17:39.90439"
"450","Koliko je 93 - 49?","40","42","43","44","4","9","true","933","2025-05-28 15:17:46.896847"
"451","Koliko je 31 + 25?","54","55","56","57","3","9","true","596","2025-05-28 15:17:51.442202"
"452","Koliko je 49 - 23?","24","25","26","27","3","9","true","778","2025-05-28 15:17:56.024955"
"453","Koliko je 75 + 22?","95","96","97","98","3","9","true","803","2025-05-28 15:17:59.9764"
"454","Koliko je 98 - 43?","50","52","53","55","3","9","true","991","2025-05-28 15:18:02.483895"
"455","Koliko je 36 + 29?","63","64","65","66","3","9","true","730","2025-05-28 15:18:08.432062"
"456","Koliko je 85 - 39?","44","45","46","47","3","9","true","791","2025-05-28 15:18:13.873231"
"457","Koliko je 48 + 17?","63","64","65","66","3","9","true","898","2025-05-28 15:18:20.443009"
"458","Koliko je 69 - 31?","36","37","39","38","4","9","true","777","2025-05-28 15:18:29.696173"
"459","Koliko je 59 + 24?","81","82","83","84","3","9","true","710","2025-05-28 15:18:35.037718"
"460","Koliko je 97 - 53?","42","43","44","45","3","9","true","746","2025-05-28 15:18:38.694842"
"461","Koliko je 43 + 28?","69","70","71","72","3","9","true","810","2025-05-28 15:18:46.621726"
"462","Koliko je 76 - 41?","35","34","32","36","1","9","true","810","2025-05-28 15:18:57.700464"
"463","Koliko je 51 + 26?","75","76","77","78","3","9","true","790","2025-05-28 15:19:01.320473"
"464","Koliko je 94 - 58?","34","35","33","36","4","9","true","787","2025-05-28 15:19:12.902539"
"465","Koliko je 25 + 32?","57","67","47","37","1","9","true","788","2025-05-28 20:08:57.579881"
"466","Koliko je 73 - 21?","32","62","42","52","4","9","true","787","2025-05-28 20:09:15.257797"
"467","Koliko je 18 + 45?","53","63","73","43","2","9","true","742","2025-05-28 20:09:30.855561"
"468","Koliko je 91 - 34?","67","57","47","77","2","9","true","1007","2025-05-28 20:09:38.009227"
"469","Koliko je 36 + 29?","55","45","75","65","4","9","true","783","2025-05-28 20:09:49.645018"
"470","Koliko je 62 - 17?","45","35","55","25","1","9","true","785","2025-05-28 20:09:59.933487"
"471","Koliko je 47 + 28?","74","65","55","75","4","9","true","814","2025-05-28 20:10:13.210358"
"472","Koliko je 85 - 49?","36","26","46","56","1","9","true","787","2025-05-28 20:10:20.480183"
"473","Koliko je 51 + 33?","88","74","94","84","4","9","true","777","2025-05-28 20:10:31.178301"
"474","Koliko je 98 - 52?","43","36","46","26","3","9","true","783","2025-05-28 20:10:58.132635"
"475","Koliko je 27 + 56?","83","73","93","63","1","9","true","816","2025-05-28 20:11:03.925181"
"476","Koliko je 79 - 35?","44","54","34","24","1","9","true","825","2025-05-28 20:11:09.477936"
"477","Koliko je 87 - 42?","45","35","55","25","1","9","true","855","2025-05-28 20:11:20.742158"
"478","Koliko je 45 + 27?","70","72","71","69","2","9","true","800","2025-05-28 20:11:35.634781"
"479","Koliko je 75 - 32?","41","42","43","40","3","9","true","813","2025-05-28 20:11:44.076632"
"480","Koliko je 23 + 19?","40","41","42","43","3","9","true","790","2025-05-28 20:11:48.052049"
"481","Koliko je 56 - 27?","28","29","30","31","2","9","true","827","2025-05-28 20:11:51.974885"
"482","Koliko je 67 + 13?","78","79","80","81","3","9","true","825","2025-05-28 20:12:03.402408"
"483","Koliko je 93 - 49?","42","43","44","45","3","9","true","879","2025-05-28 20:12:09.665238"
"484","Koliko je 31 + 25?","54","56","58","57","2","9","true","773","2025-05-28 20:12:22.160899"
"485","Koliko je 49 - 23?","24","25","26","27","3","9","true","825","2025-05-28 20:12:28.503785"
"486","Koliko je 75 + 22?","95","96","97","98","3","9","true","803","2025-05-28 20:12:36.099172"
"487","Koliko je 98 - 43?","53","54","55","56","3","9","true","860","2025-05-28 20:12:41.846829"
"488","Koliko je 36 + 29?","63","64","65","66","3","9","true","783","2025-05-28 20:12:46.789878"
"489","Koliko je 85 - 39?","44","45","46","47","3","9","true","810","2025-05-28 20:12:52.015289"
"490","Koliko je 48 + 17?","63","64","65","66","3","9","true","830","2025-05-28 20:13:03.156962"
"491","Koliko je 69 - 31?","36","37","38","39","3","9","true","780","2025-05-28 20:13:06.626447"
"492","Koliko je 59 + 24?","81","83","85","84","2","9","true","813","2025-05-28 20:13:30.006618"
"493","25 + 32 = ?","47","57","67","58","2","9","true","838","2025-05-28 20:14:13.085554"
"494","73 - 21 = ?","52","62","42","32","1","9","true","800","2025-05-28 20:14:15.463317"
"495","18 + 45 = ?","73","63","53","43","2","9","true","825","2025-05-28 20:14:25.038947"
"496","91 - 34 = ?","57","67","47","77","1","9","true","800","2025-05-28 20:14:27.629331"
"497","36 + 29 = ?","55","65","75","45","2","9","true","816","2025-05-28 20:14:33.80723"
"498","62 - 17 = ?","45","55","35","25","1","9","true","863","2025-05-28 20:14:37.637938"
"499","47 + 28 = ?","75","65","85","55","1","9","true","872","2025-05-28 20:14:41.292677"
"500","85 - 49 = ?","36","46","26","56","1","9","true","800","2025-05-28 20:14:45.475983"
"501","51 + 33 = ?","74","84","64","94","2","9","true","807","2025-05-28 20:14:50.052953"
"502","98 - 52 = ?","46","36","56","26","1","9","true","800","2025-05-28 20:14:54.180488"
"503","27 + 56 = ?","83","93","73","63","1","9","true","781","2025-05-28 20:14:59.643571"
"504","79 - 35 = ?","44","54","34","24","1","9","true","800","2025-05-28 20:15:03.912268"
"505","87 - 42 = ?","35","45","55","25","2","9","true","800","2025-05-28 20:15:13.102335"
"506","45 + 27 = ?","72","82","62","52","1","9","true","800","2025-05-28 20:15:16.597718"
"507","75 - 32 = ?","43","53","33","63","1","9","true","834","2025-05-28 20:15:20.811947"
"508","23 + 19 = ?","42","32","52","22","1","9","true","800","2025-05-28 20:15:25.553736"
"509","56 - 27 = ?","29","39","19","49","1","9","true","800","2025-05-28 20:15:30.659649"
"510","67 + 13 = ?","80","70","90","60","1","9","true","800","2025-05-28 20:15:34.451012"
"511","93 - 49 = ?","44","34","54","24","1","9","true","800","2025-05-28 20:15:39.487047"
"512","31 + 25 = ?","56","46","66","36","1","9","true","800","2025-05-28 20:15:42.54105"
"513","Ana ima 25 jabuka, a Luka joj je dao još 18. Koliko jabuka ima Ana sada?","33","13","23","43","4","9","true","800","2025-05-28 20:48:10.127768"
"514","Marko je sakupio 37 kamenčića, a izgubio je 12. Koliko kamenčića mu je ostalo?","25","35","45","15","1","9","true","800","2025-05-28 20:48:17.239735"
"515","U kutiji je bilo 52 olovke. Mia je uzela 19 olovaka. Koliko olovaka je sada u kutiji?","71","61","33","41","3","9","true","800","2025-05-28 20:48:33.980313"
"516","Petar ima 48 bonbonera, a Lena 26. Koliko bonbonera imaju ukupno?","74","64","22","84","1","9","true","800","2025-05-28 20:48:41.178237"
"517","Na stolu je bilo 17 kolačića. Ema je pojela 5, a Luka 4. Koliko kolačića je ostalo na stolu?","9","12","6","8","4","9","true","800","2025-05-28 20:49:04.205338"
"518","U razredu je bilo 18 učenika, nova učenica se upisala, a dva učenika su se ispisala. Koliko učenika ima sada u razredu?","18","19","20","17","4","9","true","800","2025-05-28 20:50:17.460026"
"519","Marko je imao 25 novčića, a dobio je još 25 od svog oca. Koliko novčića ima Marko sada?","45","48","50","52","3","9","true","800","2025-05-28 20:50:23.005721"
"520","Marko je sakupio 25 kamenčića, a izgubio je 7. Koliko kamenčića mu je ostalo?","15","18","20","22","2","9","true","800","2025-05-28 20:50:54.617529"
"521","Ana ima 25 jabuka, a Luka joj je dao još 18.  Zatim je Ana 12 jabuka podarila baki. Koliko jabuka joj je ostalo?","21","33","45","31","4","9","true","800","2025-05-28 20:52:11.050612"
"522","Marko je sakupio 37 kamenčića, a izgubio je 12.  Zatim je našao još 8 kamenčića. Koliko kamenčića mu je ostalo?","23","33","43","53","2","9","true","800","2025-05-28 20:52:21.216298"
"523","U kutiji je bilo 52 olovke. Mia je uzela 19 olovaka, a Luka je stavio 7 novih olovaka u kutiju. Koliko olovaka je sada u kutiji?","30","50","60","40","4","9","true","800","2025-05-28 20:52:39.017993"
"524","Petar ima 48 bombona, a Lena 26. Petar je pojeo 10 bombona. Koliko bombona imaju ukupno sada?","54","64","74","84","2","9","true","800","2025-05-28 20:53:10.309008"
"525","Na stolu je bilo 17 kolačića. Ema je pojela 5, a Luka 4. Njihova mama je dodala još 8 kolačića na stolu. Koliko kolačića je sada na stolu?","16","26","36","46","1","9","true","800","2025-05-28 20:53:27.948077"
"526","Marko je imao 25 novčića, a dobio je još 25 od svog oca. Zatim je kupio slatkiš za 18 novčića. Koliko novčića ima Marko sada?","22","32","42","52","2","9","true","800","2025-05-28 20:53:40.630841"
"527","Marko je imao 18 novčića, a dobio je još 22 od svog oca. Zatim je kupio slatkiš za 10 novčića. Koliko novčića ima Marko sada?","20","22","25","30","4","9","true","800","2025-05-28 20:54:23.478094"
